ChoiceID,RespondentID,Referendum,HUC8BCG,HUC4BCG_base,HUC4BCG_scenario1,HUC4BCG_scenario2,MediumBCG_base,MediumBCG_scenario1,MediumBCG_scenario2,HUC4BCG_base_NL,HUC4BCG_scenario2_NL,MediumBCG_base_NL,MediumBCG_scenario2_NL,Cost_0,Cost_1,WQ_HUC8_0,WQ_HUC8_1,WQ_HUC4_0,WQ_HUC4_1,WQ_Medium_0,WQ_Medium_1,WQ_Large_0,WQ_Large_1,WQ_HUC4_NL_0,WQ_HUC4_NL_1,WQ_Medium_NL_0,WQ_Medium_NL_1,ASC_PercentInstate_0,ASC_PercentInstate_1,ASC_PercentInstate_NL_0,ASC_PercentInstate_NL_1,choice,ASC_0,ASC_1
23410,1175,10,3,3.85,2,3,3.99,2,3,3,3,3.31,3,0,750,3,2,0,0,0,0,3.52,2,0,0,0,0,0,99.999916,0,0,0,0,1
23413,1175,13,3,3.85,2,3,3.99,2,3,3,3,3.31,3,0,200,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
23414,1175,14,3,3.85,2,3,3.99,2,3,3,3,3.31,3,0,750,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
23417,1175,17,3,3.85,2,3,3.99,2,3,3,3,3.31,3,0,750,0,0,0,0,0,0,0,0,0,0,3.31,2.31,0,0,0,0,0,0,1
23418,1175,18,3,3.85,2,3,3.99,2,3,3,3,3.31,3,0,100,0,0,0,0,0,0,0,0,0,0,3.31,2,0,0,0,0,0,0,1
23421,1176,1,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,200,3,2,3.45,2.45,0,0,0,0,0,0,0,0,0,57.43339,0,0,1,0,1
23422,1176,2,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,3,2,3.45,2,0,0,0,0,0,0,0,0,0,57.43339,0,0,1,0,1
23423,1176,3,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,750,3,3,3.45,3,0,0,0,0,0,0,0,0,0,57.43339,0,0,0,0,1
23424,1176,4,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,75,3,2,3.45,2.91,0,0,0,0,0,0,0,0,0,57.43339,0,0,1,0,1
23437,1176,17,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,250,0,0,0,0,0,0,0,0,0,0,3.56,2.56,0,0,0,0,1,0,1
23438,1176,18,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,200,0,0,0,0,0,0,0,0,0,0,3.56,2,0,0,0,0,1,0,1
23439,1176,19,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,500,0,0,0,0,0,0,0,0,0,0,3.56,3,0,0,0,0,0,0,1
23440,1176,20,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,0,0,0,0,0,0,0,0,0,0,3.56,3.08,0,0,0,0,0,0,1
23443,1177,3,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,200,4,3,3.72,3,0,0,0,0,0,0,0,0,0,85.53905,0,0,1,0,1
23444,1177,4,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,50,4,4,3.72,3.4,0,0,0,0,0,0,0,0,0,85.53905,0,0,0,0,1
23447,1177,7,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,250,4,3,0,0,3.77,3,0,0,0,0,0,0,0,85.53905,0,0,0,0,1
23448,1177,8,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,350,4,4,0,0,3.77,3.5,0,0,0,0,0,0,0,85.53905,0,0,0,0,1
23451,1177,11,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,50,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,85.53905,0,0,1,0,1
23452,1177,12,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,20,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,85.53905,0,0,0,0,1
23455,1177,15,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,200,0,0,0,0,0,0,0,0,3.48,3,0,0,0,0,0,0,0,0,1
23456,1177,16,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,75,0,0,0,0,0,0,0,0,3.48,2.97,0,0,0,0,0,0,0,0,1
23459,1177,19,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,200,0,0,0,0,0,0,0,0,0,0,3.21,2.85,0,0,0,0,0,0,1
23460,1177,20,4,3.72,2,3,3.77,2,3,3.48,3,3.21,2.85,0,50,0,0,0,0,0,0,0,0,0,0,3.21,2.72,0,0,0,0,0,0,1
23463,1178,3,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,350,4,3,4,3,0,0,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
23467,1178,7,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,150,4,3,0,0,3.63,2.92,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
23468,1178,8,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,500,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
23471,1178,11,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,350,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,51.242943,0,0,0,0,1
23472,1178,12,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,200,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,51.242943,0,0,0,0,1
23476,1178,16,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,20,0,0,0,0,0,0,0,0,2.84,2,0,0,0,0,0,0,1,0,1
23479,1178,19,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,200,0,0,0,0,0,0,0,0,0,0,3.1,2.96,0,0,0,0,0,0,1
23480,1178,20,4,4,2,3,3.63,2,2.92,2.84,2.84,3.1,2.96,0,20,0,0,0,0,0,0,0,0,0,0,3.1,2.28,0,0,0,0,1,0,1
23481,1179,1,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,100,5,4,3.85,2.85,0,0,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23482,1179,2,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,20,5,2,3.85,2,0,0,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23483,1179,3,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,500,5,3,3.85,3,0,0,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23484,1179,4,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,20,5,5,3.85,3.59,0,0,0,0,0,0,0,0,0,99.999916,0,0,0,0,1
23485,1179,5,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,20,5,4,0,0,3.99,2.99,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23486,1179,6,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,50,5,2,0,0,3.99,2,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23487,1179,7,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,50,5,3,0,0,3.99,3,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
23488,1179,8,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,20,5,5,0,0,3.99,3.72,0,0,0,0,0,0,0,99.999916,0,0,0,0,1
23501,1180,1,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,750,3,2,3.72,2.72,0,0,0,0,0,0,0,0,0,85.53905,0,0,1,0,1
23502,1180,2,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,750,3,2,3.72,2,0,0,0,0,0,0,0,0,0,85.53905,0,0,1,0,1
23503,1180,3,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,100,3,3,3.72,3,0,0,0,0,0,0,0,0,0,85.53905,0,0,1,0,1
23504,1180,4,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,20,3,2,3.72,3.4,0,0,0,0,0,0,0,0,0,85.53905,0,0,1,0,1
23517,1180,17,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,20,0,0,0,0,0,0,0,0,0,0,3.99,2.99,0,0,0,2.0578268,1,0,1
23518,1180,18,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,150,0,0,0,0,0,0,0,0,0,0,3.99,2,0,0,0,2.0578268,1,0,1
23519,1180,19,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,75,0,0,0,0,0,0,0,0,0,0,3.99,3,0,0,0,2.0578268,1,0,1
23520,1180,20,3,3.72,2,3,3.77,2,3,4.53,3,3.99,3,0,200,0,0,0,0,0,0,0,0,0,0,3.99,3.72,0,0,0,2.0578268,0,0,1
23521,1181,1,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,250,4,3,3.82,2.82,0,0,0,0,0,0,0,0,0,53.583557,0,0,1,0,1
23522,1181,2,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,100,4,2,3.82,2,0,0,0,0,0,0,0,0,0,53.583557,0,0,1,0,1
23525,1181,5,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,500,4,3,0,0,3.56,2.56,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
23526,1181,6,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,500,4,2,0,0,3.56,2,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
23529,1181,9,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,250,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,53.583557,0,0,1,0,1
23530,1181,10,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,750,4,2,0,0,0,0,3.52,2,0,0,0,0,0,53.583557,0,0,0,0,1
23533,1181,13,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,500,0,0,0,0,0,0,0,0,3.52,2.52,0,0,0,0,0,0,0,0,1
23534,1181,14,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,100,0,0,0,0,0,0,0,0,3.52,2,0,0,0,0,0,0,0,0,1
23537,1181,17,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,250,0,0,0,0,0,0,0,0,0,0,3.77,2.77,0,0,0,0,0,0,1
23538,1181,18,4,3.82,2,3,3.56,2,3,3.52,3,3.77,3,0,750,0,0,0,0,0,0,0,0,0,0,3.77,2,0,0,0,0,0,0,1
23543,1182,3,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,50,4,3,3.15,2.82,0,0,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
23544,1182,4,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,250,4,4,3.15,2.66,0,0,0,0,0,0,0,0,0,18.828478,0,0,0,0,1
23547,1182,7,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,50,4,3,0,0,3.63,2.92,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
23548,1182,8,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,100,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
23551,1182,11,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,20,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,18.828478,0,0,1,0,1
23552,1182,12,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,350,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,18.828478,0,0,0,0,1
23555,1182,15,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,20,0,0,0,0,0,0,0,0,3.52,3,0,0,0,0,0,9.966923,1,0,1
23556,1182,16,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,75,0,0,0,0,0,0,0,0,3.52,3.04,0,0,0,0,0,9.966923,1,0,1
23559,1182,19,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,50,0,0,0,0,0,0,0,0,0,0,3.77,3,0,0,0,9.966923,1,0,1
23560,1182,20,4,3.15,2,2.82,3.63,2,2.92,3.52,3,3.77,3,0,250,0,0,0,0,0,0,0,0,0,0,3.77,3.5,0,0,0,9.966923,1,0,1
23562,1183,2,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,500,4,2,3.96,2,0,0,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23563,1183,3,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,100,4,3,3.96,3,0,0,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23566,1183,6,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,75,4,2,0,0,3.87,2,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23567,1183,7,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,200,4,3,0,0,3.87,2.98,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23570,1183,10,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,50,4,2,0,0,0,0,3.52,2,0,0,0,0,0,62.063095,0,0,1,0,1
23571,1183,11,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,200,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,62.063095,0,0,0,0,1
23574,1183,14,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,200,0,0,0,0,0,0,0,0,3.72,2,0,0,0,0,0,9.921912,0,0,1
23575,1183,15,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,150,0,0,0,0,0,0,0,0,3.72,3,0,0,0,0,0,9.921912,0,0,1
23578,1183,18,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,750,0,0,0,0,0,0,0,0,0,0,3.77,2,0,0,0,9.921912,0,0,1
23579,1183,19,4,3.96,2,3,3.87,2,2.98,3.72,3,3.77,3,0,500,0,0,0,0,0,0,0,0,0,0,3.77,3,0,0,0,9.921912,0,0,1
23585,1184,5,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,50,5,4,0,0,3.87,2.87,0,0,0,0,0,0,0,62.063095,0,0,1,0,1
23586,1184,6,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,250,5,2,0,0,3.87,2,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23587,1184,7,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,250,5,3,0,0,3.87,2.98,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23588,1184,8,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,200,5,5,0,0,3.87,3.73,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
23589,1184,9,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,20,5,4,0,0,0,0,3.52,2.52,0,0,0,0,0,62.063095,0,0,1,0,1
23590,1184,10,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,750,5,2,0,0,0,0,3.52,2,0,0,0,0,0,62.063095,0,0,0,0,1
23591,1184,11,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,20,5,3,0,0,0,0,3.52,2.94,0,0,0,0,0,62.063095,0,0,0,0,1
23592,1184,12,5,3.96,2,3,3.87,2,2.98,3.85,3,3.99,3,0,350,5,5,0,0,0,0,3.52,3.11,0,0,0,0,0,62.063095,0,0,0,0,1
23605,1185,5,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,100,4,3,0,0,3.77,2.77,0,0,0,0,0,0,0,65.5808,0,0,1,0,1
23606,1185,6,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,20,4,2,0,0,3.77,2,0,0,0,0,0,0,0,65.5808,0,0,1,0,1
23607,1185,7,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,500,4,3,0,0,3.77,3,0,0,0,0,0,0,0,65.5808,0,0,0,0,1
23608,1185,8,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,150,4,4,0,0,3.77,3.5,0,0,0,0,0,0,0,65.5808,0,0,0,0,1
23609,1185,9,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,150,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,65.5808,0,0,1,0,1
23610,1185,10,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,75,4,2,0,0,0,0,3.52,2,0,0,0,0,0,65.5808,0,0,1,0,1
23611,1185,11,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,750,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,65.5808,0,0,0,0,1
23612,1185,12,4,3.52,2,3,3.77,2,3,3.85,3,3.99,3,0,500,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,65.5808,0,0,0,0,1
23629,1186,9,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,20,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,42.2747,0,0,1,0,1
23630,1186,10,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,250,3,2,0,0,0,0,3.52,2,0,0,0,0,0,42.2747,0,0,0,0,1
23631,1186,11,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,50,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,42.2747,0,0,1,0,1
23632,1186,12,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,50,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,42.2747,0,0,1,0,1
23633,1186,13,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,750,0,0,0,0,0,0,0,0,3.58,2.58,0,0,0,0,0,0,0,0,1
23634,1186,14,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,350,0,0,0,0,0,0,0,0,3.58,2,0,0,0,0,0,0,0,0,1
23635,1186,15,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,250,0,0,0,0,0,0,0,0,3.58,2.93,0,0,0,0,0,0,1,0,1
23636,1186,16,3,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,750,0,0,0,0,0,0,0,0,3.58,3.29,0,0,0,0,0,0,0,0,1
23645,1187,5,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,250,3,2,0,0,3.1,2.1,0,0,0,0,0,0,0,73.41883,0,0,1,0,1
23646,1187,6,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,75,3,2,0,0,3.1,2,0,0,0,0,0,0,0,73.41883,0,0,0,0,1
23647,1187,7,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,500,3,3,0,0,3.1,2.96,0,0,0,0,0,0,0,73.41883,0,0,1,0,1
23648,1187,8,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,50,3,2,0,0,3.1,2.28,0,0,0,0,0,0,0,73.41883,0,0,0,0,1
23649,1187,9,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,200,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,73.41883,0,0,0,0,1
23650,1187,10,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,350,3,2,0,0,0,0,3.52,2,0,0,0,0,0,73.41883,0,0,1,0,1
23651,1187,11,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,100,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,73.41883,0,0,0,0,1
23652,1187,12,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,200,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,73.41883,0,0,1,0,1
23669,1188,9,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,20,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,22.960022,0,0,0,0,1
23670,1188,10,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,100,3,2,0,0,0,0,3.52,2,0,0,0,0,0,22.960022,0,0,1,0,1
23671,1188,11,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,250,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,22.960022,0,0,0,0,1
23672,1188,12,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,350,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,22.960022,0,0,0,0,1
23673,1188,13,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,250,0,0,0,0,0,0,0,0,3.33,2.33,0,0,0,0,0,0,0,0,1
23674,1188,14,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,750,0,0,0,0,0,0,0,0,3.33,2,0,0,0,0,0,0,0,0,1
23675,1188,15,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,200,0,0,0,0,0,0,0,0,3.33,3,0,0,0,0,0,0,0,0,1
23676,1188,16,3,3.21,2,3,3.13,2,2.86,3.33,3,3.31,3,0,75,0,0,0,0,0,0,0,0,3.33,2.65,0,0,0,0,0,0,0,0,1
23681,1189,1,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,350,4,3,3.33,2.33,0,0,0,0,0,0,0,0,0,99.64577,0,0,1,0,1
23682,1189,2,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,100,4,2,3.33,2,0,0,0,0,0,0,0,0,0,99.64577,0,0,1,0,1
23683,1189,3,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,50,4,3,3.33,3,0,0,0,0,0,0,0,0,0,99.64577,0,0,1,0,1
23684,1189,4,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,75,4,4,3.33,2.65,0,0,0,0,0,0,0,0,0,99.64577,0,0,1,0,1
23697,1189,17,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,200,0,0,0,0,0,0,0,0,0,0,3.87,2.87,0,0,0,0,0,0,1
23698,1189,18,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,500,0,0,0,0,0,0,0,0,0,0,3.87,2,0,0,0,0,0,0,1
23699,1189,19,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,50,0,0,0,0,0,0,0,0,0,0,3.87,2.98,0,0,0,0,1,0,1
23700,1189,20,4,3.33,2,3,3.31,2,3,3.58,2.93,3.87,2.98,0,20,0,0,0,0,0,0,0,0,0,0,3.87,3.73,0,0,0,0,1,0,1
23705,1190,5,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,100,4,3,0,0,3.1,2.1,0,0,0,0,0,0,0,26.066494,0,0,0,0,1
23706,1190,6,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,150,4,2,0,0,3.1,2,0,0,0,0,0,0,0,26.066494,0,0,0,0,1
23707,1190,7,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,200,4,3,0,0,3.1,2.96,0,0,0,0,0,0,0,26.066494,0,0,0,0,1
23708,1190,8,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,100,4,4,0,0,3.1,2.28,0,0,0,0,0,0,0,26.066494,0,0,0,0,1
23713,1190,13,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,0,0,0,0,0,0,0,0,3.82,2.82,0,0,0,0,0,53.583557,0,0,1
23714,1190,14,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,0,0,0,0,0,0,0,0,3.82,2,0,0,0,0,0,53.583557,0,0,1
23715,1190,15,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,500,0,0,0,0,0,0,0,0,3.82,3,0,0,0,0,0,53.583557,0,0,1
23716,1190,16,4,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,750,0,0,0,0,0,0,0,0,3.82,3.55,0,0,0,0,0,53.583557,0,0,1
23729,1191,9,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,200,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99599,0,0,1,0,1
23730,1191,10,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,150,3,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99599,0,0,1,0,1
23731,1191,11,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,500,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.99599,0,0,0,0,1
23732,1191,12,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,250,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,99.99599,0,0,0,0,1
23737,1191,17,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,150,0,0,0,0,0,0,0,0,0,0,3.13,2.13,0,0,0,0,1,0,1
23738,1191,18,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,20,0,0,0,0,0,0,0,0,0,0,3.13,2,0,0,0,0,1,0,1
23739,1191,19,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,250,0,0,0,0,0,0,0,0,0,0,3.13,2.86,0,0,0,0,0,0,1
23740,1191,20,3,3,2,3,3.31,2,3,2.82,2.63,3.13,2.86,0,75,0,0,0,0,0,0,0,0,0,0,3.13,2.53,0,0,0,0,1,0,1
23742,1192,2,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,200,3,2,3.96,2,0,0,0,0,0,0,0,0,0,62.063095,0,0,1,0,1
23743,1192,3,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,250,3,3,3.96,3,0,0,0,0,0,0,0,0,0,62.063095,0,0,1,0,1
23746,1192,6,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,750,3,2,0,0,3.87,2,0,0,0,0,0,0,0,62.063095,0,0,1,0,1
23747,1192,7,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,75,3,3,0,0,3.87,2.98,0,0,0,0,0,0,0,62.063095,0,0,1,0,1
23750,1192,10,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,750,3,2,0,0,0,0,3.52,2,0,0,0,0,0,62.063095,0,0,1,0,1
23751,1192,11,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,500,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,62.063095,0,0,1,0,1
23754,1192,14,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,350,0,0,0,0,0,0,0,0,3.55,2,0,0,0,0,0,0,0,0,1
23755,1192,15,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,750,0,0,0,0,0,0,0,0,3.55,3,0,0,0,0,0,0,0,0,1
23758,1192,18,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,0,0,3.31,2,0,0,0,0,1,0,1
23759,1192,19,3,3.96,2,3,3.87,2,2.98,3.55,3,3.31,3,0,75,0,0,0,0,0,0,0,0,0,0,3.31,3,0,0,0,0,1,0,1
23765,1193,5,3,3.21,2,3,3.13,2,2.86,3,3,3.1,2.96,0,350,3,2,0,0,3.13,2.13,0,0,0,0,0,0,0,42.2747,0,0,0,0,1
23766,1193,6,3,3.21,2,3,3.13,2,2.86,3,3,3.1,2.96,0,500,3,2,0,0,3.13,2,0,0,0,0,0,0,0,42.2747,0,0,0,0,1
23767,1193,7,3,3.21,2,3,3.13,2,2.86,3,3,3.1,2.96,0,350,3,3,0,0,3.13,2.86,0,0,0,0,0,0,0,42.2747,0,0,0,0,1
23768,1193,8,3,3.21,2,3,3.13,2,2.86,3,3,3.1,2.96,0,100,3,2,0,0,3.13,2.53,0,0,0,0,0,0,0,42.2747,0,0,1,0,1
23773,1193,13,3,3.21,2,3,3.13,2,2.86,3,3,3.1,2.96,0,20,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,73.41883,1,0,1
